domain,creation_date,expiration_date,lock_state,privacy,status,hosting_plan
netphones.net,2001-11-25,2025-12-05,1,1,active,Basic
netphotos.org,2006-02-15,2026-02-15,1,1,active,Basic
netrades.com,2001-09-06,2025-08-08,1,1,active,Basic
netretail.net,1998-12-13,2025-12-12,1,1,active,Basic
netrookie.com,2005-10-20,2025-06-23,1,1,active,Basic
netsaver.net,2001-11-25,2026-01-12,1,1,active,Basic
netsolutions.net,2001-08-14,2025-09-28,1,1,active,Basic
netst.net,2001-08-14,2025-11-16,1,1,active,Basic
netvoodoo.com,2001-08-14,2025-10-16,1,1,active,Basic
networkage.net,2001-09-04,2026-05-19,1,1,active,Basic
networkcomputers.net,2001-08-14,2025-10-23,1,1,active,Basic
networkconcepts.com,2001-09-04,2026-02-10,1,1,active,Basic
networkconcepts.net,2001-09-04,2026-02-28,1,1,active,Basic
networkoptics.net,2001-08-13,2025-11-06,1,1,active,Basic
networktechnology.net,2001-09-04,2026-03-25,1,1,active,Basic
neurochip.net,2001-09-04,2026-03-28,1,1,active,Basic
neurochips.com,2001-09-04,2026-03-28,1,1,active,Basic
new-media.net,2001-11-25,2026-01-29,1,1,active,Basic
newurbanist.net,2019-07-19,2025-07-19,1,1,active,Basic
newurbanist.org,2011-01-05,2025-09-14,1,1,active,Basic
northlondon.org,2023-07-30,2025-09-21,1,1,active,Basic
notequest.com,2007-01-15,2025-06-30,1,1,active,Basic
nursehelper.com,2011-01-05,2025-12-25,1,1,active,Basic
nutrisolutions.com,2011-01-05,2026-04-17,1,1,active,Basic
nymphomaniacs.net,2001-11-25,2026-01-02,1,1,active,Basic
officeleague.com,2007-01-15,2026-01-16,1,1,active,Basic
officetablet.com,2023-07-30,2025-12-16,1,1,active,Basic
oldeboyrugby.com,2011-01-05,2025-05-17,1,1,active,Basic
oleds.us,2002-05-20,2026-05-19,1,0,active,Basic
omnichron.com,2009-01-04,2026-01-22,1,1,active,Basic
onlineadventures.com,2001-09-04,2026-02-24,1,1,active,Basic
onlinealbum.org,2006-02-15,2026-02-15,1,1,active,Basic
onlineconnections.com,2001-09-04,2026-02-24,1,1,active,Basic
onlinetraveler.com,2001-09-04,2026-04-17,1,1,active,Basic
onlybyrequest.com,2016-11-22,2025-12-04,1,1,active,Basic
optic.net,2001-09-04,2026-04-17,1,1,active,Basic
opticquest.com,2011-01-05,2026-01-21,1,1,active,Basic
optochip.net,2001-09-04,2026-04-07,1,1,active,Basic
optochips.net,2001-09-04,2026-04-07,1,1,active,Basic
optoquest.com,2006-08-21,2026-02-02,1,1,active,Basic
overweb.net,2001-09-04,2026-03-25,1,1,active,Basic
owna.com,2001-11-25,2025-12-12,1,1,active,Basic
palmphone.net,2002-06-23,2025-06-03,1,1,active,Basic
pctel.net,2001-09-04,2026-03-11,1,1,active,Basic
pediatrician.net,2001-09-04,2026-03-04,1,1,active,Basic
pena.info,2004-02-22,2025-12-09,1,1,active,Basic
pharming.net,2001-08-14,2025-11-12,1,1,active,Basic
phone-cam.net,2001-09-04,2026-02-17,1,1,active,Basic
phonecam.net,2001-09-04,2026-05-10,1,1,active,Basic
phonecam.org,2001-09-04,2026-05-10,1,1,active,Basic
planetblogger.com,2006-02-13,2025-10-06,1,1,active,Basic
plasmagraph.com,2005-10-20,2025-07-30,1,1,active,Basic
plasmasonic.com,2005-10-20,2026-04-26,1,1,active,Basic
plasmatelevision.net,2001-09-04,2026-05-11,1,1,active,Basic
plasmatronic.com,2011-01-05,2026-05-06,1,1,active,Basic
plasmatvs.net,2001-09-04,2026-05-11,1,1,active,Basic
pointtopoint.net,2001-11-25,2026-01-27,1,1,active,Basic
pornamatic.com,2002-07-23,2025-08-30,1,1,active,Basic
pornmaster.com,2001-11-25,2026-01-18,1,1,active,Basic
pornographics.net,2001-11-25,2026-01-03,1,1,active,Basic
pornographics.org,2002-06-23,2025-06-08,1,1,active,Basic
pornquest.net,2001-11-25,2025-12-12,1,1,active,Basic
pornutopia.net,2005-05-09,2026-03-29,1,1,active,Basic
powerdome.com,2011-01-05,2026-01-24,1,1,active,Basic
poweredbydesign.com,2007-01-15,2025-08-02,1,1,active,Basic
powernavigator.com,2011-01-05,2026-01-29,1,1,active,Basic
primaquest.com,2006-02-13,2025-07-10,1,1,active,Basic
primerib.info,2005-01-09,2026-03-22,1,1,active,Basic
printzstock.com,2019-06-18,2025-06-18,1,1,active,Basic
proud-boy.com,2022-12-01,2025-12-01,1,1,active,Basic
purchasequest.com,2001-06-23,2025-06-23,1,1,active,Basic
questcraft.com,2005-10-20,2025-08-01,1,1,active,Basic
quidproquo.net,2001-09-04,2026-04-07,1,1,active,Basic
r-x.net,2001-09-04,2026-03-04,1,1,active,Basic
readersquest.com,2007-01-15,2026-04-02,1,1,active,Basic
reston.net,2001-09-04,2026-04-22,1,1,active,Basic
retrofied.com,2005-10-20,2025-08-04,1,1,active,Basic
roostersrugby.com,2016-10-30,2025-10-30,1,1,active,Basic
rugbymates.com,2016-07-02,2025-10-20,1,1,active,Basic
rugbyshop.org,2011-01-17,2026-05-07,1,1,active,Basic
rugbysouth.com,2011-01-05,2025-06-13,1,1,active,Basic
rugbyvideo.net,2011-01-05,2026-05-25,1,1,active,Basic
rugbyvideos.net,2011-01-17,2025-06-20,1,1,active,Basic
rugbyvideos.org,2011-01-05,2026-05-24,1,1,active,Basic
satellitebroadcasting.com,2001-11-25,2025-12-05,1,1,active,Basic
satellitetelephone.net,2001-11-25,2026-01-19,1,1,active,Basic
satellitetelephones.com,2001-11-25,2026-01-02,1,1,active,Basic
satellitetelephones.net,2001-11-25,2026-01-09,1,1,active,Basic
satellitetelephony.com,2001-08-14,2025-11-18,1,1,active,Basic
satellitetelephony.net,2001-11-25,2026-01-12,1,1,active,Basic
sauroposeidon.com,2001-08-14,2025-11-03,1,1,active,Basic
scientifique.net,2004-02-15,2026-02-15,1,1,active,Basic
senescent.net,2021-04-08,2026-04-08,1,0,active,Basic
sexcity.net,2001-11-25,2025-12-12,1,1,active,Basic
sharktak.com,2023-07-30,2026-05-02,1,1,active,Basic
shipquest.com,2011-01-05,2026-02-09,1,1,active,Basic
shoppingagent.net,2001-09-04,2026-02-13,1,1,active,Basic
sincity.net,2001-11-25,2025-12-12,1,1,active,Basic
sinquest.com,2009-01-10,2026-02-25,1,1,active,Basic
sintronic.com,2005-10-20,2026-05-08,1,1,active,Basic
slimtronic.com,2009-11-14,2025-06-30,1,1,active,Basic
smallquest.com,2011-01-06,2025-12-04,1,1,active,Basic
smart-phone.org,2001-09-04,2026-02-13,1,1,active,Basic
smartdust.net,2001-08-14,2025-11-09,1,1,active,Basic
smartink.net,2002-01-31,2026-02-16,1,1,active,Basic
smartnano.net,2006-02-13,2025-12-26,1,1,active,Basic
smartphone.org,2001-09-04,2026-05-11,1,1,active,Basic
smartphones.org,2002-03-10,2026-04-19,1,1,active,Basic
smartphoto.net,2001-09-04,2026-02-28,1,1,active,Basic
smartronics.net,2002-06-23,2025-06-03,1,1,active,Basic
smarttelephone.com,2001-09-04,2026-03-01,1,1,active,Basic
smarttelephone.net,2001-09-04,2026-03-25,1,1,active,Basic
smarttelephone.org,2001-09-04,2026-04-11,1,1,active,Basic
smarttelephones.net,2001-09-04,2026-04-22,1,1,active,Basic
smarttelephony.com,2001-08-14,2025-10-16,1,1,active,Basic
snowskis.net,2003-02-02,2025-10-11,1,1,active,Basic
solarizer.com,2011-01-17,2026-03-24,1,1,active,Basic
solarking.org,2009-11-13,2025-06-04,1,1,active,Basic
solarmesh.com,2009-11-13,2025-09-19,1,1,active,Basic
solarpaving.com,2011-01-05,2025-06-26,1,1,active,Basic
solarplanks.com,2011-01-18,2026-05-17,1,1,active,Basic
solarplug.com,2011-01-05,2025-12-07,1,1,active,Basic
speedporn.com,2001-09-04,2026-03-23,1,1,active,Basic
steplight.com,2005-10-24,2025-07-29,1,1,active,Basic
sunvane.com,2009-11-14,2026-01-26,1,1,active,Basic
superlongevity.com,2001-11-25,2025-12-13,1,1,active,Basic
surfbot.net,2001-11-25,2026-01-02,1,1,active,Basic
sushiquest.com,2009-11-13,2026-03-17,1,1,active,Basic
synamax.com,2011-01-17,2025-06-10,1,1,active,Basic
synchromatic.com,2006-02-13,2025-08-12,1,1,active,Basic
talkitecture.com,2002-07-31,2025-07-31,1,1,active,Basic
talkweb.net,2001-09-04,2026-03-11,1,1,active,Basic
teamnano.com,2007-01-15,2025-09-17,1,1,active,Basic
techheads.net,2001-09-04,2026-05-11,1,1,active,Basic
technofuel.com,2007-01-15,2025-12-03,1,1,active,Basic
theeuro.net,2001-09-04,2026-02-09,1,1,active,Basic
thegoldings.info,2006-02-15,2026-02-15,1,1,active,Basic
thenewurbanist.com,2011-01-31,2025-09-19,1,1,active,Basic
thenewurbanist.net,2011-01-05,2025-09-19,1,1,active,Basic
thenewurbanist.org,2011-01-05,2025-09-18,1,1,active,Basic
thermotronic.com,2005-10-20,2026-04-11,1,1,active,Basic
toygirls.com,2011-01-05,2025-12-28,1,1,active,Basic
tracy.biz,2004-05-08,2026-01-15,1,1,active,Basic
transformatics.com,2006-02-13,2025-07-20,1,1,active,Basic
transgenics.net,2001-11-25,2025-12-25,1,0,active,Basic
transweb.net,2001-09-04,2026-03-01,1,1,active,Basic
truckquest.com,2006-02-13,2025-07-09,1,1,active,Basic
trump-24.net,2022-12-01,2025-12-01,1,1,active,Basic
twentyfourseven.com,2001-09-04,2026-02-09,1,1,active,Basic
twentyfourseven.org,2001-08-13,2025-09-24,1,1,active,Basic
ultra-tech.net,2001-09-04,2026-04-17,1,1,active,Basic
unibot.com,2011-01-05,2026-01-12,1,1,active,Basic
urlsolutions.com,2001-09-04,2026-02-28,1,1,active,Basic
vacubot.com,2001-08-14,2025-10-08,1,1,active,Basic
videomap.net,2001-08-14,2025-11-28,1,1,active,Basic
virtualmarket.net,2001-09-04,2026-03-04,1,1,active,Basic
virtualmarketplace.net,2001-09-04,2026-03-04,1,1,active,Basic
walkzone.com,2011-01-17,2025-07-07,1,1,active,Basic
web-mall.com,2001-09-04,2026-02-10,1,1,active,Basic
web-mall.net,2002-03-10,2026-04-28,1,1,active,Basic
web-movie.com,2011-01-18,2026-01-31,1,1,active,Basic
web-movie.net,2001-08-13,2025-09-21,1,1,active,Basic
web-movies.net,2001-08-13,2025-09-21,1,1,active,Basic
webfares.com,2001-09-04,2026-02-10,1,1,active,Basic
webfares.net,2001-09-04,2026-04-17,1,1,active,Basic
webgraphic.net,2001-11-25,2026-01-06,1,1,active,Basic
webgraphics.net,2001-11-21,2026-01-06,1,1,active,Basic
webmovie.net,2001-11-25,2026-01-13,1,1,active,Basic
webphones.net,2001-11-25,2025-12-05,1,1,active,Basic
webready.net,2001-09-04,2026-02-13,1,1,active,Basic
webshow.net,2001-11-25,2026-01-14,1,1,active,Basic
webtechnology.org,2001-08-14,2025-08-27,1,1,active,Basic
webtectonics.com,2005-10-20,2025-07-27,1,1,active,Basic
webwed.com,2011-08-24,2025-07-01,1,1,active,Basic
webxing.com,2006-02-13,2025-09-22,1,1,active,Basic
wheelquest.com,2006-02-13,2025-07-31,1,1,active,Basic
whorequest.com,2011-01-05,2025-12-08,1,1,active,Basic
wifigov.com,2016-07-02,2025-11-10,1,1,active,Basic
wifiwhere.com,2006-02-13,2025-07-10,1,1,active,Basic
wirelessbank.net,2002-05-14,2026-05-11,1,1,active,Basic
wirelessbusiness.net,2001-09-04,2026-03-28,1,1,active,Basic
wirelesscam.net,2001-09-04,2026-02-13,1,1,active,Basic
wirelesscomputers.net,2001-09-04,2026-05-18,1,1,active,Basic
wirelessmagazine.net,2005-10-20,2026-04-08,1,1,active,Basic
wirelessreporting.com,2006-02-13,2025-09-06,1,1,active,Basic
wirelessretail.net,2001-06-23,2025-06-23,1,1,active,Basic
wirelesssex.net,2002-05-27,2026-05-16,1,1,active,Basic
wirelesssolutions.net,2001-11-25,2025-12-25,1,1,active,Basic
wirelesstechnologies.net,2001-11-25,2025-12-11,1,1,active,Basic
wirelesstelephones.net,2001-09-04,2026-02-28,1,1,active,Basic
wirelessvideo.org,2001-09-04,2026-04-11,1,1,active,Basic
wirelessware.net,2001-08-13,2025-11-06,1,1,active,Basic
wirelesswatch.net,2001-06-22,2025-06-22,1,1,active,Basic
wirelessweb.net,2001-08-14,2025-09-28,1,1,active,Basic
wirelesswork.net,2002-06-23,2025-06-08,1,1,active,Basic
wirelessworks.net,2001-06-22,2025-06-22,1,1,active,Basic
world-tec.com,2001-11-25,2025-12-05,1,1,active,Basic
worldarch.com,2006-02-13,2025-07-28,1,1,active,Basic
worldsolutions.net,2001-11-25,2026-01-13,1,1,active,Basic
wquest.com,2007-01-15,2025-07-23,1,1,active,Basic
writersquest.com,2007-01-15,2026-03-05,1,1,active,Basic
y2kbug.com,2001-09-04,2026-04-22,1,1,active,Basic
y2kbug.net,2001-09-04,2026-04-08,1,1,active,Basic
yesquest.com,2011-01-05,2026-01-24,1,1,active,Basic
zetasigma.com,2006-02-13,2025-12-03,1,1,active,Basic
